170.8904571533203,-588.2962646484375,1300.0
174.2836456298828,-581.5082397460938,1285.0
178.34332275390625,-586.0336303710938,1295.0
170.62754821777344,-584.8381958007812,1298.0
174.405517578125,-588.4427490234375,1306.0
177.94564819335938,-591.1461791992188,1312.0
179.9959259033203,-588.893310546875,1307.0
181.7457275390625,-585.7393188476562,1300.0
183.6082000732422,-583.0359497070312,1294.0
186.74142456054688,-584.3876342773438,1297.0
166.48104858398438,-586.7711791992188,1308.0
172.73080444335938,-589.4628295898438,1314.0
176.00802612304688,-591.2572021484375,1318.0
178.89505004882812,-591.705810546875,1319.0
181.3730926513672,-590.80859375,1317.0
183.98260498046875,-590.3599853515625,1316.0
185.8784637451172,-587.6683959960938,1310.0
188.6131591796875,-587.6683959960938,1310.0
190.32537841796875,-584.5281982421875,1303.0
191.7120819091797,-580.4907836914062,1294.0
169.34092712402344,-584.6451416015625,1309.0
172.73080444335938,-586.8782958984375,1314.0
176.6757354736328,-590.8980102539062,1323.0
179.30194091796875,-590.451416015625,1322.0
182.3371124267578,-591.3446655273438,1324.0
184.68162536621094,-590.0047607421875,1321.0
187.58116149902344,-590.451416015625,1322.0
190.05294799804688,-589.55810546875,1320.0
192.51638793945312,-588.6648559570312,1318.0
194.3788604736328,-585.9850463867188,1312.0
194.8640899658203,-579.2855224609375,1297.0
162.0048370361328,-585.1831665039062,1316.0
167.11744689941406,-583.8491821289062,1313.0
170.50523376464844,-586.072509765625,1318.0
173.78244018554688,-587.8511352539062,1322.0
176.80926513671875,-588.740478515625,1324.0
179.43756103515625,-588.2958374023438,1323.0
182.3371124267578,-588.740478515625,1324.0
185.52044677734375,-590.0745239257812,1327.0
188.43252563476562,-590.5191650390625,1328.0
191.06080627441406,-590.0745239257812,1327.0
193.68492126464844,-589.6298217773438,1326.0
196.15670776367188,-588.740478515625,1324.0
196.9674835205078,-582.9598388671875,1311.0
156.2725372314453,-581.7093505859375,1314.0
161.51242065429688,-580.8239135742188,1312.0
165.25282287597656,-584.3655395507812,1320.0
168.26295471191406,-585.2509155273438,1322.0
171.41079711914062,-586.5790405273438,1325.0
174.43971252441406,-587.4644165039062,1327.0
177.20989990234375,-587.4644165039062,1327.0
180.11570739746094,-587.9071655273438,1328.0
182.75025939941406,-587.4644165039062,1327.0
